timestamp_ms,datetime,date,time,hour,day_of_week,open,high,low,close,volume,range,body,upper_wick,lower_wick,is_green,price_change,price_change_pct
1747594800000,2025-05-18 19:00:00,2025-05-18,19:00:00,19,Sunday,105528.0,105959.0,105167.0,105764.0,3376.0,792.0,236.0,195.0,361.0,1,236.0,0.22363732848154047
1747598400000,2025-05-18 20:00:00,2025-05-18,20:00:00,20,Sunday,105765.0,105910.0,104849.0,104859.0,3527.0,1061.0,906.0,145.0,10.0,0,-906.0,-0.8566160828251311
1747602000000,2025-05-18 21:00:00,2025-05-18,21:00:00,21,Sunday,104853.0,104932.0,103991.0,104512.0,4918.0,941.0,341.0,79.0,521.0,0,-341.0,-0.3252172088543008
1747605600000,2025-05-18 22:00:00,2025-05-18,22:00:00,22,Sunday,104511.0,104771.0,103860.0,103891.0,3194.0,911.0,620.0,260.0,31.0,0,-620.0,-0.5932389891973094
1747609200000,2025-05-18 23:00:00,2025-05-18,23:00:00,23,Sunday,103891.0,104256.0,103291.0,104148.0,3917.0,965.0,257.0,108.0,600.0,1,257.0,0.24737465227979322
1747612800000,2025-05-19 00:00:00,2025-05-19,00:00:00,0,Monday,104147.0,104628.0,104123.0,104210.0,2418.0,505.0,63.0,418.0,24.0,1,63.0,0.060491420780243305
1747616400000,2025-05-19 01:00:00,2025-05-19,01:00:00,1,Monday,104210.0,105994.0,103998.0,105959.0,4663.0,1996.0,1749.0,35.0,212.0,1,1749.0,1.67834180980712
1747620000000,2025-05-19 02:00:00,2025-05-19,02:00:00,2,Monday,105960.0,106633.0,105489.0,106467.0,4724.0,1144.0,507.0,166.0,471.0,1,507.0,0.4784824462061155
1747623600000,2025-05-19 03:00:00,2025-05-19,03:00:00,3,Monday,106469.0,107114.0,105154.0,105267.0,5798.0,1960.0,1202.0,645.0,113.0,0,-1202.0,-1.128967117189041
1747627200000,2025-05-19 04:00:00,2025-05-19,04:00:00,4,Monday,105261.0,105417.0,104739.0,105056.0,4556.0,678.0,205.0,156.0,317.0,0,-205.0,-0.19475399245684535
1747630800000,2025-05-19 05:00:00,2025-05-19,05:00:00,5,Monday,105057.0,105187.0,104500.0,104641.0,3149.0,687.0,416.0,130.0,141.0,0,-416.0,-0.395975518052105
1747634400000,2025-05-19 06:00:00,2025-05-19,06:00:00,6,Monday,104641.0,104641.0,103543.0,103606.0,3242.0,1098.0,1035.0,0.0,63.0,0,-1035.0,-0.9890960522166264
1747638000000,2025-05-19 07:00:00,2025-05-19,07:00:00,7,Monday,103626.0,103776.0,102780.0,102997.0,4770.0,996.0,629.0,150.0,217.0,0,-629.0,-0.6069905236137649
1747641600000,2025-05-19 08:00:00,2025-05-19,08:00:00,8,Monday,102996.0,103110.0,102535.0,103030.0,4145.0,575.0,34.0,80.0,461.0,1,34.0,0.033010990718086136
1747645200000,2025-05-19 09:00:00,2025-05-19,09:00:00,9,Monday,103030.0,103186.0,102070.0,102204.0,3917.0,1116.0,826.0,156.0,134.0,0,-826.0,-0.8017082403183539
1747648800000,2025-05-19 10:00:00,2025-05-19,10:00:00,10,Monday,102205.0,103354.0,102166.0,103234.0,3049.0,1188.0,1029.0,120.0,39.0,1,1029.0,1.0068000587055428
1747652400000,2025-05-19 11:00:00,2025-05-19,11:00:00,11,Monday,103234.0,103367.0,102914.0,103239.0,2844.0,453.0,5.0,128.0,320.0,1,5.0,0.004843365557858845
1747656000000,2025-05-19 12:00:00,2025-05-19,12:00:00,12,Monday,103239.0,103433.0,103003.0,103062.0,2399.0,430.0,177.0,194.0,59.0,0,-177.0,-0.17144683695115218
1747659600000,2025-05-19 13:00:00,2025-05-19,13:00:00,13,Monday,103059.0,103081.0,102846.0,102920.0,2292.0,235.0,139.0,22.0,74.0,0,-139.0,-0.13487419827477462
1747663200000,2025-05-19 14:00:00,2025-05-19,14:00:00,14,Monday,102929.0,103062.0,102774.0,102955.0,1607.0,288.0,26.0,107.0,155.0,1,26.0,0.02526013076975391
1747666800000,2025-05-19 15:00:00,2025-05-19,15:00:00,15,Monday,102949.0,102952.0,102140.0,102479.0,2785.0,812.0,470.0,3.0,339.0,0,-470.0,-0.4565367317798133
1747670400000,2025-05-19 16:00:00,2025-05-19,16:00:00,16,Monday,102479.0,103548.0,102337.0,103310.0,3926.0,1211.0,831.0,238.0,142.0,1,831.0,0.8108978424848017
1747674000000,2025-05-19 17:00:00,2025-05-19,17:00:00,17,Monday,103309.0,104375.0,103210.0,104330.0,4289.0,1165.0,1021.0,45.0,99.0,1,1021.0,0.9882972441897607
1747677600000,2025-05-19 18:00:00,2025-05-19,18:00:00,18,Monday,104330.0,104965.0,104269.0,104795.0,3753.0,696.0,465.0,170.0,61.0,1,465.0,0.4457011406115211
1747681200000,2025-05-19 19:00:00,2025-05-19,19:00:00,19,Monday,104794.0,105437.0,104500.0,105360.0,3386.0,937.0,566.0,77.0,294.0,1,566.0,0.540107258049125
1747684800000,2025-05-19 20:00:00,2025-05-19,20:00:00,20,Monday,105341.0,105560.0,104946.0,105377.0,3442.0,614.0,36.0,183.0,395.0,1,36.0,0.03417472778880018
